timestamp,device,usage_category,prompt_length,session_length_minutes,satisfaction_rating,assistant_model,tokens_used
2025-01-24 19:59:00,Smart Speaker,Coding,165,7.38,5,GPT-5.1,1016
2025-01-09 00:29:00,Mobile,Daily Tasks,147,5.78,1,GPT-5,87
2025-02-06 18:45:00,Mobile,Entertainment,87,3.39,1,GPT-5.1,431
2025-02-10 16:07:00,Mobile,Daily Tasks,132,9.88,2,GPT-5,1408
2025-03-31 07:18:00,Desktop,Writing,85,9.62,5,GPT-5,23
2025-03-01 12:56:00,Desktop,Research,74,4.9,4,Mini,179
2025-02-05 08:51:00,Desktop,Entertainment,68,5.01,1,o1,529
2025-02-12 14:19:00,Desktop,Productivity,46,6.66,4,GPT-5,1490
2025-01-09 00:39:00,Desktop,Writing,194,5.71,4,GPT-5.1,1063
2025-02-04 19:10:00,Tablet,Daily Tasks,134,4.1,3,GPT-5,238
2025-02-22 07:12:00,Mobile,Entertainment,39,3.11,1,GPT-4o,601
2025-01-02 21:18:00,Smart Speaker,Entertainment,173,15.33,2,Mini,1410
2025-03-24 18:25:00,Mobile,Coding,34,5.22,1,GPT-4o,344
2025-02-16 08:34:00,Desktop,Entertainment,120,9.59,4,GPT-5,871
2025-03-12 19:15:00,Desktop,Coding,37,10.88,5,GPT-5.1,706
2025-01-25 19:17:00,Desktop,Education,75,9.91,4,GPT-4o,1145
2025-03-17 06:13:00,Smart Speaker,Entertainment,133,11.27,3,GPT-4o,1133
2025-02-03 00:23:00,Desktop,Education,199,9.84,5,GPT-5,1253
2025-03-25 12:58:00,Mobile,Entertainment,198,4.56,1,o1,196
2025-02-16 23:50:00,Smart Speaker,Research,179,5.94,5,GPT-5.1,691
2025-02-27 06:56:00,Smart Speaker,Research,50,15.07,5,GPT-5,1043
2025-01-19 08:11:00,Desktop,Research,23,5.11,4,GPT-4o,640
2025-03-31 13:01:00,Desktop,Research,181,7.39,5,GPT-5.1,1007
2025-01-18 08:06:00,Desktop,Education,185,10.39,5,GPT-4o,960
2025-01-03 23:53:00,Desktop,Writing,59,18.7,5,GPT-5.1,568
2025-02-09 14:02:00,Desktop,Daily Tasks,8,14.2,2,Mini,168
2025-03-17 03:15:00,Mobile,Research,131,3.67,3,GPT-5,1456
2025-03-24 21:44:00,Smart Speaker,Research,19,9.38,5,GPT-5,1242
2025-03-19 03:08:00,Mobile,Productivity,12,8.66,3,GPT-4o,1344
2025-02-19 18:36:00,Mobile,Writing,187,5.98,1,GPT-4o,463
2025-03-24 12:04:00,Desktop,Entertainment,101,7.54,4,GPT-5,487
2025-02-14 06:47:00,Tablet,Entertainment,26,4.53,1,o1,498
2025-02-13 00:50:00,Mobile,Productivity,132,6.57,1,GPT-4o,66
2025-01-17 06:25:00,Tablet,Writing,76,5.15,3,GPT-5.1,271
2025-03-12 21:33:00,Smart Speaker,Education,109,7.94,4,Mini,476
2025-01-29 10:45:00,Desktop,Education,180,5.82,4,GPT-4o,1481
2025-01-18 13:22:00,Desktop,Coding,51,19.62,5,GPT-4o,322
2025-02-03 06:13:00,Desktop,Education,131,8.12,5,GPT-5,771
2025-02-24 06:45:00,Mobile,Coding,166,7.09,2,Mini,829
2025-01-25 07:12:00,Smart Speaker,Coding,87,6.33,5,GPT-5,552
2025-02-02 06:40:00,Desktop,Education,194,5.83,2,Mini,1379
2025-01-30 17:02:00,Tablet,Coding,92,2.87,4,o1,157
2025-02-23 15:44:00,Mobile,Research,94,12.44,2,Mini,1308
2025-03-06 06:23:00,Desktop,Education,177,17.21,3,o1,1120
2025-03-02 19:12:00,Desktop,Education,129,5.09,4,Mini,472
2025-01-13 16:54:00,Mobile,Writing,174,15.01,1,o1,1156
2025-02-01 05:40:00,Mobile,Coding,159,30.12,5,Mini,654
2025-02-28 08:44:00,Mobile,Daily Tasks,143,23.43,1,Mini,1456
2025-01-20 11:04:00,Desktop,Entertainment,52,16.72,2,Mini,74
2025-01-07 06:03:00,Mobile,Entertainment,82,3.16,1,o1,64
2025-01-29 22:50:00,Desktop,Daily Tasks,173,3.13,3,GPT-5.1,825
2025-03-03 02:02:00,Smart Speaker,Research,125,11.24,5,GPT-5.1,1398
2025-03-01 18:08:00,Desktop,Entertainment,59,7.44,5,GPT-5.1,113
2025-01-12 16:19:00,Desktop,Writing,68,1.44,3,o1,1171
2025-03-02 22:02:00,Mobile,Coding,156,5.52,3,GPT-5,1409
2025-01-18 11:57:00,Mobile,Daily Tasks,39,10.91,1,Mini,739
2025-03-08 17:14:00,Mobile,Research,26,6.64,1,Mini,1303
2025-02-20 23:41:00,Mobile,Entertainment,154,7.47,1,o1,1140
2025-01-12 09:19:00,Smart Speaker,Research,61,3.13,4,GPT-4o,336
2025-02-01 12:23:00,Mobile,Entertainment,154,5.47,1,Mini,1284
2025-03-15 15:59:00,Mobile,Writing,109,11.27,1,Mini,1055
2025-02-08 22:38:00,Mobile,Writing,199,5.28,2,o1,38
2025-03-03 22:23:00,Desktop,Research,107,15.8,5,o1,860
2025-03-09 08:15:00,Mobile,Daily Tasks,174,7.58,4,GPT-5.1,988
2025-01-03 17:53:00,Desktop,Coding,170,9.85,4,GPT-5.1,1206
2025-03-25 19:59:00,Mobile,Writing,46,11.1,1,GPT-4o,1161
2025-01-31 04:53:00,Desktop,Research,199,10.81,3,o1,723
2025-03-13 09:45:00,Smart Speaker,Writing,150,3.59,4,GPT-5,462
2025-02-12 00:05:00,Mobile,Productivity,25,4.08,1,Mini,303
2025-02-21 22:14:00,Tablet,Education,6,1.42,3,Mini,151
2025-02-02 10:56:00,Mobile,Research,57,5.93,3,GPT-5,966
2025-03-18 18:57:00,Desktop,Productivity,8,3.85,3,GPT-4o,1440
2025-01-11 13:37:00,Tablet,Productivity,74,5.17,5,GPT-4o,138
2025-03-22 15:36:00,Mobile,Education,199,6.37,2,o1,1060
2025-01-19 15:52:00,Tablet,Productivity,98,8.27,5,GPT-5.1,885
2025-03-21 11:37:00,Mobile,Research,9,6.71,1,GPT-4o,274
2025-01-03 05:03:00,Mobile,Education,101,6.62,1,Mini,334
2025-01-02 05:44:00,Tablet,Research,47,9.34,3,GPT-5,440
2025-01-09 09:02:00,Mobile,Research,171,7.24,4,o1,1033
2025-02-19 07:23:00,Desktop,Productivity,22,13.04,5,GPT-5,462
2025-01-24 23:12:00,Mobile,Research,155,7.26,2,GPT-4o,1245
